,category,query,cleaned_query
1003,car,audi is under 1000000,audi
1004,car,Used black Vauxhall Corsa,black vauxhal corsa
1005,car,jeep cherokee 2017,jeep cheroke
1006,car,"price, year, condition,region",price year condit region
1007,car,4 cylinder red mustang,cylind red mustang
1008,car,citroen used under 2000,citroen
1009,car,Honda Pilot used,honda pilot
1010,car,what is price of 1st model,price model
1011,car,"Used Honda, California, clean title",honda california clean titl
1012,car,Kia new under 25000,kia new
1013,car,The model is updated,model updat
1014,computer science jobs,senior business analyst $65k alabama,senior busi analyst alabama
1015,computer science jobs,senior data scientist $89K alabama,senior data scientist alabama
1016,computer science jobs,where is located your concern,locat concern
1017,computer science jobs,data scientist 74k,data scientist
1018,computer science jobs,"As a person functioning in the role, you have to troubleshoot database issues while also executing the database procedures. Being a manager, you'll also supervise the database team.",person function role troubleshoot databas issu execut databas procedur manag supervis databas team
1019,computer science jobs,data scientist manager $56k alabama,data scientist manag alabama
1020,computer science jobs,Job Title (Senior Data Scientist) Salary Estimate $74k-$103k Quailfactions (Bachelors Degree3-5 years experience) Company Name Betterteam Birgham Alabama,job titl senior data scientist salari estim quailfact bachelor year experi compani betterteam birgham alabama
1021,computer science jobs,The salary of Business Analyst is $80K in Texas.,salari busi analyst texa
1022,computer science jobs,Software engineer entry level,softwar engin entri level
1023,computer science jobs,"data analyst $150,000 salary bachelors degree required",data analyst salari bachelor degre requir
1024,computer science jobs,data scientis is complicated job,data scienti complic job
1025,computer science jobs,Software developer BS in computer science 5 years experience,softwar develop bs comput scienc year experi
1026,computer science jobs,"Business Analyst, Art company, $10k, london,",busi analyst art compani london
1027,computer science jobs,Senior Data Analyst $75k Arizona,senior data analyst arizona
1028,computer science jobs,software developer helpdesk,softwar develop helpdesk
1029,furniture,what type wood using for furniture,type wood furnitur
1030,furniture,Double bed mattress soft,doubl bed mattress soft
1031,furniture,what future plane,futur plane
1032,furniture,sofa is very soft,sofa soft
1033,furniture,kitchen countertop marble or granite,kitchen countertop marbl granit
1034,furniture,The brown furniture in the showroom costs $50,brown furnitur showroom cost
1035,furniture,living room couch brown or black,live room couch brown black
1036,furniture,large green sofa,larg green sofa
1037,furniture,bookshelf used wood,bookshelf wood
1038,furniture,Wal nut,wal nut
1039,furniture,Kitchen table in pine with matching chairs,kitchen tabl pine match chair
1040,furniture,"Bar stools, Black, Wood",bar stool black wood
1041,furniture,kitchen cabinet mahogany or pista,kitchen cabinet mahogani pista
1042,furniture,kitchen table brown under $50,kitchen tabl brown
1043,furniture,bar furnitures or beds,bar furnitur bed
1044,furniture,Sofa black leather armless,sofa black leather armless
1045,car,Honda $1200 red,honda red
1046,car,fiat 500 sotto i 6000,fiat sotto
1047,car,Audi  A8L used under 6000,audi
1048,car,Chevy Used Black 2011,chevi black
1049,car,used car,car
1050,car,new Subaru under $20000,new subaru
1051,car,Buick automatic blue,buick automat blue
1052,computer science jobs,Linux system administrator $15/hr houston,linux system administr houston
1053,computer science jobs,fiat 500 sotto i 6000,fiat sotto
1054,computer science jobs,Junior data scientist $60k california,junior data scientist california
1055,computer science jobs,Software developer $100K Georgia,softwar develop georgia
1056,computer science jobs,junior data scientist $54k kansas,junior data scientist kansa
1057,computer science jobs,Business  analyst job of $60K salary requires 10 years  experience,busi analyst job salari requir year experi
1058,computer science jobs,Senior Scientist Seattle $100K,senior scientist seattl
1059,computer science jobs,Event coordinator 60k 5 years experience,event coordin year experi
1060,computer science jobs,Customer Service Consultant Florida $27K,custom servic consult florida
1061,furniture,bedroom dresser oak,bedroom dresser oak
1062,furniture,fiat 500 sotto i 6000,fiat sotto
1063,furniture,coffee table 5 ft by 3 ft,coffe tabl ft ft
1064,furniture,brown cabinet,brown cabinet
1065,furniture,What is the material of construction od kitchen cabinet?,materi construct od kitchen cabinet
1066,furniture,grey wooden table,grey wooden tabl
1067,furniture,Small computer desk under $30,small comput desk
1068,housing,Arlington duplex basement,arlington duplex basement
1069,housing,city Apt 2 bedroom under $1500 per month,citi apt bedroom month
1070,housing,"3bed, 1 bathroom house",bathroom hous
1071,housing,nebtleigh apt 8000 per month double bed rooms,nebtleigh apt month doubl bed room
1072,housing,New york apartment 1200 month,new york apart month
1073,housing,Irvine mansion 5 bedroom,irvin mansion bedroom
1074,housing,3 bed house,bed hous
1075,housing,nebtleigh apt 9000 per month single bed,nebtleigh apt month singl bed
1076,housing,2 bedroom student housing,bedroom student hous
1077,housing,2019 year house available for rental 10000 per month double bedrood,year hous avail rental month doubl bedrood
1078,housing,how many sqft of kitchen,sqft kitchen
1079,jewelry,rose gold dangle earrings,rose gold dangl ear
1080,jewelry,wedding band only 900,wed band
1081,jewelry,vintage gold wedding bands,vintag gold wed band
1082,jewelry,Gold bracelet,gold bracelet
1083,jewelry,silver bracelet less than $500,silver bracelet
1084,jewelry,The 3 stone drop diamond pendant $6000,stone drop diamond pendant
1085,jewelry,silver earrings,silver ear
1086,jewelry,Golden anklets worth $500,golden anklet worth
1087,jewelry,simple gold necklace ropechain,simpl gold necklac ropechain
1088,jewelry,"ring,earring bracelet,watch",ring ear bracelet watch
1089,jewelry,Wedding neckale more than $2000,wed neckal
1090,jewelry,wedding chain less than $3000,wed chain
1091,jewelry,Gold necklaces for women,gold necklac women
1092,jewelry,what is the price for bangle,price bangl
1093,jewelry,bracelets on sale,bracelet sale
1094,jewelry,sapphire bracelet under $10000,sapphir bracelet
1095,jewelry,"Engagement ring, white gold, under £500",engag ring white gold
1096,motorcycles,BMW motorcycle  S 1000 XR,bmw motorcycl xr
1097,motorcycles,Used honda 94 5000,honda
1098,motorcycles,Harley black original parts,harley black origin part
1099,motorcycles,HERO motor cycle sales more in 2021,hero motor cycl sale
1100,motorcycles,2021 harley davidson trike,harley davidson trike
1101,motorcycles,Bmw Explorer 250cc,bmw explor
1102,motorcycles,hona motorcycle 500cc,hona motorcycl
1103,motorcycles,harley davidson motorcycle 2009,harley davidson motorcycl
1104,motorcycles,"model name, price, performance, fuel storage",model price perform fuel storag
1105,motorcycles,motorcycle company honda,motorcycl compani honda
1106,motorcycles,what is the color of motorcycle,color motorcycl
1107,motorcycles,honda 600cc Blue,honda blue
1108,motorcycles,yamaha motorcycle 400cc,yamaha motorcycl
1109,motorcycles,1000 cc used superbikes,cc superbik
1110,motorcycles,2015 harley davidson 25000 km or less,harley davidson km
1111,motorcycles,yamaha motorcycle 500cc,yamaha motorcycl
1112,motorcycles,Royal enfield,royal enfield
1113,housing,chesterfield duplex no roommates,chesterfield duplex roommat
1114,housing,Hillsboro apartment 2 bedroom,hillsboro apart bedroom
1115,housing,bungalow built in 1984 with 2 bedrooms and 1 bathroom,bungalow built bedroom bathroom
1116,housing,"Wandsworth, london street, 4 rooms , hose",wandsworth london street room hose
1117,housing,Suburb townhouse 2500 per month 3 bedrooms,suburb townhous month bedroom
1118,housing,where is located,locat
1119,housing,3 bedroom house 2 bathrooms dallas TX,bedroom hous bathroom dalla tx
1120,housing,2 bed apt Atlanta GA,bed apt atlanta ga
1121,housing,"1 bed, flat, London,",bed flat london
1122,housing,4 bedroom 2 bathroom apartment,bedroom bathroom apart
1123,jewelry,Birthstone ring,birthston ring
1124,jewelry,birthday bracelet less than $50,birthday bracelet
1125,jewelry,Crucifix necklace  on gold chain,crucifix necklac gold chain
1126,jewelry,how much rate for earring,rate ear
1127,jewelry,"custom design the perfect wedding ring. Shop Now! Browse our handcrafted womens wedding rings. All made to order. Buy Online PickUp InStore. 30 Day Returns & Exchange. Services: Easy Transactions, Quick Response, No Questions",custom design perfect wed ring shop brows handcraft women wed ring order buy onlin pickup instor day return exchang servic easi transact quick respons question
1128,jewelry,emerald choker under $5000,emerald choker
1129,jewelry,Gold bracelet,gold bracelet
1130,jewelry,I am inquriring about a wedding ring that is rose gold and bright nice diamonds. Is this available at Tiffany & Co.,inqurir wed ring rose gold bright nice diamond avail tiffani co
1131,jewelry,engagement ring never used,engag ring
1132,jewelry,WEDDING RINGS LESS THAN $1500,wed ring
1133,motorcycles,Harley Davidson handlebar tassels,harley davidson handlebar tassel
1134,motorcycles,Bajaj motorcycle price $20000,bajaj motorcycl price
1135,motorcycles,Red motorcycle,red motorcycl
1136,motorcycles,what is the price,price
1137,motorcycles,Yamaha 125cc for under $500,yamaha
1138,motorcycles,Amit Motors - Hero MotoCorp (Formerly Hero Honda Motors Ltd.),amit motor hero motocorp hero honda motor ltd
1139,motorcycles,kawasaki motorcycle 500 cc,kawasaki motorcycl cc
1140,motorcycles,bajaj motorcycle,bajaj motorcycl
1141,motorcycles,"Honda YBR, 2012",honda ybr
1142,car,Used car,car
1143,car,ford used under 20000,ford
1144,car,Toyato price upper $20000,toyato price upper
1145,car,white Toyota under $15000,white toyota
1146,car,what is car company name,car compani
1147,car,honda pilot dark grey,honda pilot dark grey
1148,computer science jobs,Database Analyst Tampa Florida,databas analyst tampa florida
1149,computer science jobs,Senior Scientist $140K Kentucky,senior scientist kentucki
1150,computer science jobs,what is salary for senior scientist,salari senior scientist
1151,computer science jobs,junior data scientist $88K North Dakota,junior data scientist north dakota
1152,furniture,green table under $500,green tabl
1153,furniture,"bed, 220 by 200 meters, solid wood",bed meter solid wood
1154,furniture,what is the color for furniture,color furnitur
1155,furniture,queen bed no footboard,queen bed footboard
1156,furniture,new bed oak and memory foam,new bed oak memori foam
1157,housing,Naperville apartment 2 bed,napervil apart bed
1158,housing,monthly apartment rental,monthli apart rental
1159,housing,plano apt 5000 per month single bed,plano apt month singl bed
1160,housing,nebtleigh 8000 month,nebtleigh month
1161,housing,Queen size bed 300 per month,queen size bed month
1162,housing,House for rent,hous rent
1163,housing,3 bedroom apartment Milwaukee,bedroom apart milwauke
1164,housing,Rochester apt two bedrooms,rochest apt bedroom
1165,housing,4 bedroom house built in 1990 denver co,bedroom hous built denver co
1166,housing,Can I get a cheap bed for my apartment?,cheap bed apart
1167,housing,suburb house 4 bedroom,suburb hous bedroom
1168,housing,2 bedroom house 10 years old,bedroom hous year old
1169,housing,Chicago wharf 2BR apartment,chicago wharf apart
1170,housing,"small, tiny, budget, single",small tini budget singl
1171,housing,studio apt 1 person,studio apt person
1172,housing,housing authority apartment based off income,hous author apart base incom
1173,housing,apartment 457,apart
1174,housing,Littlerock apt 800 per month,littlerock apt month
1175,housing,how many number of bedrooms available here,number bedroom avail
1176,housing,nebtleigh apt 8000 per month single bed,nebtleigh apt month singl bed
1177,housing,car rent monthly 10000,car rent monthli
1178,housing,brooklyn apt 10000 per month 2 bedrooms,brooklyn apt month bedroom
1179,housing,nebtleigh apt 9000 per month single bed,nebtleigh apt month singl bed
1180,housing,One bedroom under $1000,bedroom
1181,housing,3 rooms 2021 apartment,room apart
1182,housing,2 bedroom 2 bath,bedroom bath
1183,housing,nebtleigh apt 7000 per week single bed,nebtleigh apt week singl bed
1184,housing,move back home with yoyr parent's,home yoyr parent
1185,housing,"Sevierville, house, four bedroom",seviervil hous bedroom
1186,housing,nebtleigh apt 1000 per month double bed,nebtleigh apt month doubl bed
1187,housing,Westport apt 1400 per month single bedroom,westport apt month singl bedroom
1188,housing,new apartment with 3bedrooms and carparking,new apart carpark
1189,housing,2 bedroom apt less then 1800,bedroom apt
1190,housing,"1 BHK apt 18,000  per month.",bhk apt month
1191,housing,Wanted a triple bedroom house in Bangkok,want tripl bedroom hous bangkok
1192,housing,150 font apt 1000 per month 1 bed,font apt month bed
1193,housing,Tempe apartment $1500 per month or less,temp apart month
1194,housing,gvchgcgfc,gvchgcgfc
1195,housing,7000 PER MONTH IS SINGLE BED,month singl bed
1196,housing,12 Best Bed Frames of 2021,best bed frame
1197,housing,3 bedroom town home,bedroom town home
1198,housing,"Single bedroom apartments in sydney, rent $300",singl bedroom apart sydney rent
1199,housing,apartment with 3 bed rooms and 2 bath rooms,apart bed room bath room
1200,jewelry,simple necklace gold,simpl necklac gold
1201,jewelry,Brand new wedding bands less than 3000,brand new wed band
1202,jewelry,rings <1000,ring
1203,jewelry,Pink ring set,pink ring set
1204,jewelry,silver necklace butterfly $50,silver necklac butterfli
1205,jewelry,wedding rings more than $1000,wed ring
1206,jewelry,necklaces for less than $500,necklac
1207,jewelry,wedding rings more than $500,wed ring
1208,jewelry,24k Gold Chain,gold chain
1209,jewelry,gold bracelet less than $2000,gold bracelet
1210,jewelry,Diamond earrings less than $500,diamond ear
1211,jewelry,bracelet gold color $125,bracelet gold color
1212,jewelry,Can I find an affordable wedding ring?,find afford wed ring
1213,jewelry,cheap pink diamond earrings,cheap pink diamond ear
1214,jewelry,wedding rings,wed ring
1215,jewelry,necklace greater than $1000,necklac greater
1216,jewelry,wedding necklace less the $5000,wed necklac
1217,jewelry,diamonds earrings for sale,diamond ear sale
1218,jewelry,Diamond engagement ring,diamond engag ring
1219,jewelry,wedding band less than $2000,wed band
1220,jewelry,tennis bracelet with charms $200,tenni bracelet charm
1221,jewelry,gold bracelet for him $75,gold bracelet
1222,jewelry,silver earrings less than $100,silver ear
1223,jewelry,wedding rings less than $500,wed ring
1224,jewelry,earings less than $40,ear
1225,jewelry,ring pink less than $100,ring pink
1226,jewelry,Looking for a ring for about half that,look ring half
1227,jewelry,14k Gold earrings $500,gold ear
1228,jewelry,single stone diamond earrings,singl stone diamond ear
1229,jewelry,necklace less than $1500,necklac
1230,jewelry,bracelet more than $20 blue,bracelet blue
1231,jewelry,earrings under $25,ear
1232,jewelry,cheap earrings for $20,cheap ear
1233,jewelry,Gold necklaces less than $500,gold necklac
1234,jewelry,bracelets less than $ 2000,bracelet
1235,jewelry,White gold wedding bands,white gold wed band
1236,jewelry,kids bracelet in rainbow colors $3000,kid bracelet rainbow color
1237,jewelry,Gold bracelet around $250,gold bracelet
1238,jewelry,engagement rings less than $2000,engag ring
1239,jewelry,Jewelry gold less than $100,jewelri gold
1240,jewelry,Gold earrings $100-$200,gold ear
1241,jewelry,simple wedding gown,simpl wed gown
1242,jewelry,gold bracelet under $3000,gold bracelet
1243,jewelry,jewelry weeding collections $50000,jewelri weed collect
1244,jewelry,how much grams for bangles,gram bangl
1245,jewelry,beautiful necklace with red colour,beauti necklac red colour
1246,jewelry,wedding rings less than $3000,wed ring
1247,jewelry,bracelet price less than $500,bracelet price
1248,jewelry,gold necklace for Mothers Day,gold necklac mother day
1249,jewelry,Dimond stud earrings,dimond stud ear
1250,jewelry,reception neck chain less than 900$,recept neck chain
1251,jewelry,"wedding band blue  $500, earring $1000",wed band blue ear
1252,jewelry,necklace less than $30000,necklac
1253,jewelry,"select type,price,color from jewelry where price < 1000 and type='ring'",select type price color jewelri price ring
1254,jewelry,Bracelet less than 75$,bracelet
1255,jewelry,Platinum rings for wedding under $2000,platinum ring wed
1256,jewelry,gold earrings $125 or less,gold ear
1257,jewelry,"affordable, wide range, budget, untraditional stones",afford wide rang budget untradit stone
1258,jewelry,"(type eq ""wedding ring"") and (cost lt 1000) and (currency eq ""USD"")",type eq wed ring cost lt currenc eq usd
1259,jewelry,kkjjhh,kkjjhh
1260,jewelry,SELECT ring FROM Jewelry WHERE  occasion=wedding AND price<1000,select ring jewelri
1261,jewelry,birthday earing for gold $900,birthday ear gold
1262,motorcycles,Brand new Honda motorcycle 6000,brand new honda motorcycl
1263,motorcycles,honda motorcycle 750cc,honda motorcycl
1264,motorcycles,toyoto motercycle 2010,toyoto motercycl
1265,motorcycles,honda 500 cc,honda cc
1266,motorcycles,Toyota Camry 1987,toyota camri
1267,motorcycles,harley motorcycles for her 500 cc,harley motorcycl cc
1268,motorcycles,bmw motorcycle 1200cc,bmw motorcycl
1269,motorcycles,Harley Davidson 2014 first owner,harley davidson owner
1270,motorcycles,Suzuki GS 150 R - 2009,suzuki gs r
1271,motorcycles,harley davidson 2005,harley davidson
1272,motorcycles,2020 Harley Davidson under $25000,harley davidson
1273,motorcycles,Red riding motorcycle,red ride motorcycl
1274,motorcycles,Can you get me a bike that runs good for this brand?,bike run good brand
1275,motorcycles,honda motorcycle 500cc,honda motorcycl
1276,motorcycles,hero motorcycle 600cc,hero motorcycl
1277,motorcycles,BMW streetglider 2015,bmw streetglid
1278,motorcycles,Honda motorcycle 1000cc,honda motorcycl
1279,motorcycles,Buel Blast 500cc,buel blast
1280,motorcycles,how many colors do you have for this model,color model
1281,motorcycles,new red honda motorcycle,new red honda motorcycl
1282,motorcycles,2021 Harley Davidson,harley davidson
1283,motorcycles,Ford truck 20MPG,ford truck
1284,motorcycles,2010 Harley Davidson,harley davidson
1285,motorcycles,lincoln mtz 2013,lincoln mtz
1286,motorcycles,bmw motorcycle 2005,bmw motorcycl
1287,motorcycles,Motorcycle average price,motorcycl averag price
1288,motorcycles,Harley Davidson motorcycle,harley davidson motorcycl
1289,motorcycles,motorcycle less than 2000 sale 2015 or later,motorcycl sale later
1290,motorcycles,BMW motorcycle 500cc 2015,bmw motorcycl
1291,motorcycles,honda motorcycle 500cc,honda motorcycl
1292,motorcycles,tvs200cc,
1293,motorcycles,BMW  2022 new black,bmw new black
1294,motorcycles,2018 BMW  motorcycle,bmw motorcycl
1295,motorcycles,Toyota car 2020 model 2000km milage,toyota car model milag
1296,motorcycles,Hyundai Elantra 2021,hyundai elantra
1297,motorcycles,Motorcycle for sale,motorcycl sale
1298,motorcycles,Harley Davidson 1200cc,harley davidson
1299,motorcycles,Used pulsar 220 for sale,pulsar sale
1300,motorcycles,2010 yamaha,yamaha
1301,motorcycles,yamaha motorcycle 666cc,yamaha motorcycl
1302,motorcycles,"select name,price from motorcycles where name='honda motorcycle 500cc';",select price motorcycl honda motorcycl
1303,motorcycles,kawasaki motorcycle 750cc,kawasaki motorcycl
1304,motorcycles,Honda Activa 5g 60km/hr mileage,honda activa mileag
1305,motorcycles,2000km driven motorcycle for $10000,driven motorcycl
1306,motorcycles,harley davidson under 2000$,harley davidson
1307,motorcycles,Harley-Davidson Street Glide 2020 1500 km,harley davidson street glide km
1308,motorcycles,popular bike,popular bike
1309,motorcycles,indian motorcycle 1970,indian motorcycl
1310,motorcycles,Harley- Davidson motorcycle 2018,harley davidson motorcycl
1311,motorcycles,jnjkjk,jnjkjk
1312,motorcycles,"a confident newbie, or an intermediate rider like me.",confid newbi intermedi rider like
1313,motorcycles,Yamaha motorcycle 2015,yamaha motorcycl
1314,motorcycles,"Royal Enfield 350cc price 1,90000INR 2019model owner name kaleeswaran 15,000km",royal enfield price owner kaleeswaran
1315,motorcycles,bajaj bike 600cc,bajaj bike
1316,motorcycles,honda hornet 2.0 500cc,honda hornet
1317,motorcycles,honda shadow motorcycle,honda shadow motorcycl
1318,motorcycles,Harley-Davidson motorcycle 1868 cc,harley davidson motorcycl cc
1319,car,toyota 5000,toyota
1320,car,toyota used under 7000,toyota
1321,car,maruthi under 10000,maruthi
1322,car,Honda black color,honda black color
1323,car,who is manufacturer for this company,manufactur compani
1324,car,tesla model s colors,tesla model color
1325,car,Honda Pilot newer 2018,honda pilot newer
1326,car,Hyundai 2016 used under 2000,hyundai
1327,car,Alto 800 VXI used under 5000,alto vxi
1328,car,Jeep Compass 2015 or newer,jeep compass newer
1329,car,Honda used black,honda black
1330,car,ford new car under 10000,ford new car
1331,car,2015 red Ford Edge,red ford edg
1332,car,White Mahindra Scorpio year 2015,white mahindra scorpio year
1333,car,toyota  car model fasionate,toyota car model fasion
1334,car,suzuki  car $8000 model 2018,suzuki car model
1335,car,"Toyota used under 5,000",toyota
1336,car,Honda accord red,honda accord red
1337,car,dodge RAM black color Colorado,dodg ram black color colorado
1338,car,Ford used under 7000,ford
1339,car,silver SUV,silver suv
1340,car,used lead like new,lead like new
1341,car,"used car under 200,000 miles",car mile
1342,car,Tayota supra 36000 miles V8 with rims,tayota supra mile rim
1343,car,Toyata used under 7000,toyata
1344,car,toyota used under 6000,toyota
1345,car,1986 cherry red mustang,cherri red mustang
1346,car,2021 6-cylinder ford mustang,ford mustang
1347,car,New Nissan SUV,new nissan suv
1348,car,"Used Kia forte under 50,000 miles",kia fort mile
1349,car,used vehicle for less than 5000,vehicl
1350,car,AUDI 2010 MODEL,audi model
1351,car,BMW new in white,bmw new white
1352,car,2015 Mazda Miata under 80000 miles,mazda miata mile
1353,car,Audi used under 4000,audi
1354,car,new honda low mileage,new honda low mileag
1355,car,A toyota car that is used and has under 5000 miles,toyota car mile
1356,car,blue Mercedes in New York,blue merced new york
1357,car,Iphone 12,iphon
1358,car,honda new over 1000,honda new
1359,computer science jobs,data scientist,data scientist
1360,computer science jobs,$35k information tecnology start up,inform tecnolog start
1361,computer science jobs,senior data scientist $89K alabama,senior data scientist alabama
1362,computer science jobs,"career, south, experience, pay",career south experi pay
1363,computer science jobs,how much salary for business analyst,salari busi analyst
1364,computer science jobs,Business analyst $55K california,busi analyst california
1365,computer science jobs,Business analyst qualifications,busi analyst qualif
1366,computer science jobs,business analyst $65K in Washington,busi analyst washington
1367,computer science jobs,software engineer portland 90k,softwar engin portland
1368,computer science jobs,"Network Analyst $80,000 Dallas TX",network analyst dalla tx
1369,computer science jobs,Java programmer jobs,java programm job
1370,computer science jobs,need computer analyst manager,need comput analyst manag
1371,computer science jobs,data analyst in tech team califoornia,data analyst tech team califoornia
1372,computer science jobs,senior data scientist $74K Alabama,senior data scientist alabama
1373,computer science jobs,junior data analyst,junior data analyst
1374,computer science jobs,"business analyst, MS in IT, Google",busi analyst ms googl
1375,computer science jobs,chicago software engineer jobs,chicago softwar engin job
1376,computer science jobs,information security high-paying jobs,inform secur high pay job
1377,computer science jobs,business analyst salary estimate arkansas,busi analyst salari estim arkansa
1378,computer science jobs,Junior data scientist position $36000 a year new york,junior data scientist posit year new york
1379,computer science jobs,data scientist manager  in midland for 20000$,data scientist manag midland
1380,computer science jobs,analyst,analyst
1381,computer science jobs,IT for health care collective must have 4 years experience,health care collect year experi
1382,computer science jobs,Software Engineer $60000 AK,softwar engin ak
1383,computer science jobs,Senior packing specialist $60K Texas,senior pack specialist texa
1384,computer science jobs,Executive data manager $60K kansas,execut data manag kansa
1385,computer science jobs,DATA  ANALYST JOBS,data analyst job
1386,computer science jobs,Junior programmer $80k Boston BS,junior programm boston bs
1387,computer science jobs,senior data manager at health care sector,senior data manag health care sector
1388,computer science jobs,computer game developer Austin,comput game develop austin
1389,computer science jobs,The job location is in Alabama. You would be a senior data scientist. The salary is bery good at 74K a year,job locat alabama senior data scientist salari beri good year
1390,computer science jobs,health care business analyst oregon,health care busi analyst oregon
1391,computer science jobs,Software Engineer $75000 Salary in Lisbon,softwar engin salari lisbon
1392,computer science jobs,entry level data assistant $45k Chicago,entri level data assist chicago
1393,furniture,kitchen cabinet mahogany or pista,kitchen cabinet mahogani pista
1394,furniture,small affordable bathroom cabinet,small afford bathroom cabinet
1395,furniture,what wood for using these furniture,wood furnitur
1396,furniture,SELECT  cabinet from furniture where material=mahogany or walnut,select cabinet furnitur walnut
1397,furniture,Kitchen wood Bar cabinet,kitchen wood bar cabinet
1398,furniture,Beds for sale,bed sale
1399,furniture,bed,bed
1400,furniture,night stand $150,night stand
1401,furniture,black chair,black chair
1402,furniture,Black sofa $500 and under,black sofa
1403,furniture,Rosewood chairs,rosewood chair
1404,furniture,brought now modular kitchen,brought modular kitchen
1405,furniture,SOFA $50ROYAL BLUE COLOR,sofa blue color
1406,furniture,Night stand black or white,night stand black white
1407,furniture,love seat velvet,love seat velvet
1408,furniture,king size mattress $65,king size mattress
1409,furniture,walnut,walnut
1410,furniture,brown recliner chairs,brown reclin chair
1411,furniture,full sized bed frame,size bed frame
1412,furniture,pink bed at $1000,pink bed
1413,furniture,KITCHEN CABINET WALNUT,kitchen cabinet walnut
1414,furniture,3 shelf cherry book case,shelf cherri book case
1415,furniture,black nightstand under $45,black nightstand
1416,furniture,Bed dimensions for guest room,bed dimens guest room
1417,furniture,SOFA UNDER 6000,sofa
1418,furniture,dresser black with mirror,dresser black mirror
1419,furniture,Bunkbed under $250,bunkb
1420,furniture,beds gray or white,bed gray white
1421,furniture,barstool black leather new,barstool black leather new
1422,furniture,Cabinet in different colors,cabinet differ color
1423,furniture,ebony rocking chairs under $1500,eboni rock chair
1424,furniture,Looking for general furnishings and general information and styles,look gener furnish gener inform style
1425,furniture,bathroom counter marble white,bathroom counter marbl white
